l2 gear
10:36:10.632 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.989, roll: 2.092, pitch: 3.613
10:36:16.742 -> Acceleration in g's  X: -0.061, Y: 0.036, Z: 0.995, roll: 2.080, pitch: 3.480
10:36:16.758 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.993, roll: 2.027, pitch: 3.599
10:36:16.781 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 3.599
10:36:16.814 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.996, roll: 2.021, pitch: 3.644
10:36:16.849 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.995, roll: 2.023, pitch: 3.648
10:36:16.883 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.995, roll: 2.023, pitch: 3.648
10:36:16.883 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.994, roll: 1.969, pitch: 3.651
10:36:16.918 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 3.655
10:36:16.952 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.994, roll: 1.969, pitch: 3.595
10:36:16.986 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 3.599
10:36:16.986 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.994, roll: 2.025, pitch: 3.539
10:36:17.027 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.994, roll: 2.025, pitch: 3.595
10:36:17.053 -> Acceleration in g's  X: -0.062, Y: 0.036, Z: 0.994, roll: 2.082, pitch: 3.539
10:36:17.087 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.994, roll: 2.082, pitch: 3.595
10:36:17.120 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.993, roll: 2.084, pitch: 3.599
10:36:17.120 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.993, roll: 2.027, pitch: 3.599
10:36:17.154 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.993, roll: 2.027, pitch: 3.543
10:36:17.189 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.658
10:36:17.223 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 3.599
10:36:17.223 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.994, roll: 1.969, pitch: 3.651
10:36:17.258 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.995, roll: 1.967, pitch: 3.592
10:36:17.292 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.994, roll: 2.025, pitch: 3.595
10:36:17.325 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.993, roll: 2.027, pitch: 3.599
10:36:17.325 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.993, roll: 2.084, pitch: 3.599
10:36:17.359 -> Acceleration in g's  X: -0.061, Y: 0.036, Z: 0.992, roll: 2.086, pitch: 3.490
10:36:17.393 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 3.543
10:36:17.427 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.994, roll: 1.969, pitch: 3.595
10:36:17.427 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.996, roll: 1.965, pitch: 3.532
10:36:17.462 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.995, roll: 1.967, pitch: 3.592
10:36:17.496 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 3.599
10:36:17.530 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.994, roll: 2.025, pitch: 3.595
10:36:17.530 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.602
10:36:17.564 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.993, roll: 2.084, pitch: 3.655
10:36:17.599 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.994, roll: 1.969, pitch: 3.651
10:36:17.632 -> Acceleration in g's  X: -0.061, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 3.487
10:36:17.632 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.992, roll: 1.973, pitch: 3.546
10:36:17.668 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.990, roll: 2.033, pitch: 3.553
10:36:17.701 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.990, roll: 2.033, pitch: 3.553
10:36:17.735 -> Acceleration in g's  X: -0.060, Y: 0.035, Z: 0.990, roll: 2.033, pitch: 3.440
10:36:17.735 -> Acceleration in g's  X: -0.061, Y: 0.034, Z: 0.990, roll: 1.977, pitch: 3.497
10:36:17.770 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.990, roll: 2.033, pitch: 3.665
10:36:17.805 -> Acceleration in g's  X: -0.061, Y: 0.034, Z: 0.994, roll: 1.969, pitch: 3.483
10:36:17.838 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.995, roll: 2.023, pitch: 3.536
10:36:17.838 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.992, roll: 2.086, pitch: 3.658
10:36:17.873 -> Acceleration in g's  X: -0.061, Y: 0.034, Z: 0.988, roll: 1.981, pitch: 3.504
10:36:17.908 -> Acceleration in g's  X: -0.063, Y: 0.033, Z: 0.988, roll: 1.924, pitch: 3.617
10:36:17.941 -> Acceleration in g's  X: -0.063, Y: 0.033, Z: 0.991, roll: 1.919, pitch: 3.662
10:36:17.941 -> Acceleration in g's  X: -0.065, Y: 0.032, Z: 0.993, roll: 1.859, pitch: 3.767
10:36:17.975 -> Acceleration in g's  X: -0.063, Y: 0.033, Z: 0.994, roll: 1.913, pitch: 3.651
10:36:18.010 -> Acceleration in g's  X: -0.062, Y: 0.033, Z: 0.994, roll: 1.913, pitch: 3.539
10:36:18.044 -> Acceleration in g's  X: -0.064, Y: 0.034, Z: 0.992, roll: 1.973, pitch: 3.715
10:36:18.077 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.990, roll: 2.033, pitch: 3.553
10:36:18.077 -> Acceleration in g's  X: -0.060, Y: 0.035, Z: 0.991, roll: 2.031, pitch: 3.437
10:36:18.111 -> Acceleration in g's  X: -0.060, Y: 0.036, Z: 0.991, roll: 2.088, pitch: 3.437
10:36:18.145 -> Acceleration in g's  X: -0.060, Y: 0.037, Z: 0.992, roll: 2.142, pitch: 3.433
10:36:18.179 -> Acceleration in g's  X: -0.058, Y: 0.037, Z: 0.991, roll: 2.144, pitch: 3.324
10:36:18.179 -> Acceleration in g's  X: -0.059, Y: 0.036, Z: 0.990, roll: 2.090, pitch: 3.384
10:36:18.213 -> Acceleration in g's  X: -0.061, Y: 0.038, Z: 0.990, roll: 2.203, pitch: 3.496
10:36:18.246 -> Acceleration in g's  X: -0.062, Y: 0.038, Z: 0.992, roll: 2.198, pitch: 3.546
10:36:18.280 -> Acceleration in g's  X: -0.062, Y: 0.038, Z: 0.994, roll: 2.194, pitch: 3.539
10:36:18.280 -> Acceleration in g's  X: -0.063, Y: 0.037, Z: 0.995, roll: 2.136, pitch: 3.591
10:36:18.313 -> Acceleration in g's  X: -0.064, Y: 0.036, Z: 0.991, roll: 2.088, pitch: 3.718
10:36:18.347 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.989, roll: 2.092, pitch: 3.669
10:36:18.382 -> Acceleration in g's  X: -0.064, Y: 0.035, Z: 0.988, roll: 2.037, pitch: 3.729
10:36:18.382 -> Acceleration in g's  X: -0.066, Y: 0.034, Z: 0.986, roll: 1.985, pitch: 3.849
10:36:18.418 -> Acceleration in g's  X: -0.064, Y: 0.035, Z: 0.993, roll: 2.027, pitch: 3.711
10:36:18.452 -> Acceleration in g's  X: -0.064, Y: 0.032, Z: 0.993, roll: 1.859, pitch: 3.711
10:36:18.487 -> Acceleration in g's  X: -0.064, Y: 0.032, Z: 0.995, roll: 1.855, pitch: 3.704
10:36:18.487 -> Acceleration in g's  X: -0.060, Y: 0.032, Z: 0.994, roll: 1.857, pitch: 3.427
10:36:18.520 -> Acceleration in g's  X: -0.059, Y: 0.033, Z: 0.992, roll: 1.917, pitch: 3.378
10:36:18.554 -> Acceleration in g's  X: -0.059, Y: 0.033, Z: 0.989, roll: 1.922, pitch: 3.388
10:36:18.588 -> Acceleration in g's  X: -0.060, Y: 0.032, Z: 0.988, roll: 1.868, pitch: 3.448
10:36:18.588 -> Acceleration in g's  X: -0.060, Y: 0.034, Z: 0.990, roll: 1.977, pitch: 3.441
10:36:18.623 -> Acceleration in g's  X: -0.060, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 3.430
10:36:18.657 -> Acceleration in g's  X: -0.061, Y: 0.035, Z: 0.995, roll: 2.023, pitch: 3.480
10:36:18.690 -> Acceleration in g's  X: -0.062, Y: 0.036, Z: 0.991, roll: 2.088, pitch: 3.549
10:36:18.690 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.991, roll: 2.031, pitch: 3.606
10:36:18.725 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.658
10:36:18.759 -> Acceleration in g's  X: -0.064, Y: 0.036, Z: 0.990, roll: 2.090, pitch: 3.722
10:36:18.792 -> Acceleration in g's  X: -0.065, Y: 0.037, Z: 0.990, roll: 2.146, pitch: 3.778
10:36:18.826 -> Acceleration in g's  X: -0.064, Y: 0.037, Z: 0.991, roll: 2.144, pitch: 3.718
10:36:18.826 -> Acceleration in g's  X: -0.064, Y: 0.036, Z: 0.991, roll: 2.088, pitch: 3.718
10:36:18.860 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.991, roll: 2.088, pitch: 3.606
10:36:18.894 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.990, roll: 1.977, pitch: 3.553
10:36:18.929 -> Acceleration in g's  X: -0.062, Y: 0.033, Z: 0.990, roll: 1.920, pitch: 3.553
10:36:18.929 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.990, roll: 1.977, pitch: 3.553
10:36:18.962 -> Acceleration in g's  X: -0.062, Y: 0.033, Z: 0.991, roll: 1.919, pitch: 3.550
10:36:18.995 -> Acceleration in g's  X: -0.061, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.493
10:36:19.030 -> Acceleration in g's  X: -0.060, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.434
10:36:19.030 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.991, roll: 2.031, pitch: 3.550
10:36:19.063 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.991, roll: 2.031, pitch: 3.550
10:36:19.096 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.991, roll: 2.031, pitch: 3.606
10:36:19.130 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.990, roll: 2.033, pitch: 3.665
10:36:19.163 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.991, roll: 2.031, pitch: 3.662
10:36:19.163 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.658
10:36:19.196 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 3.655
10:36:19.231 -> Acceleration in g's  X: -0.063, Y: 0.037, Z: 0.990, roll: 2.146, pitch: 3.665
10:36:19.264 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.991, roll: 2.088, pitch: 3.662
10:36:19.264 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.993, roll: 2.027, pitch: 3.599
10:36:19.298 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.606
10:36:19.331 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.546
10:36:19.365 -> Acceleration in g's  X: -0.060, Y: 0.035, Z: 0.991, roll: 2.031, pitch: 3.437
10:36:19.365 -> Acceleration in g's  X: -0.061, Y: 0.035, Z: 0.991, roll: 2.031, pitch: 3.493
10:36:19.401 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.606
10:36:19.434 -> Acceleration in g's  X: -0.062, Y: 0.033, Z: 0.991, roll: 1.919, pitch: 3.550
10:36:19.469 -> Acceleration in g's  X: -0.062, Y: 0.032, Z: 0.991, roll: 1.862, pitch: 3.550
10:36:19.469 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.991, roll: 2.031, pitch: 3.606
10:36:19.503 -> Acceleration in g's  X: -0.063, Y: 0.037, Z: 0.993, roll: 2.140, pitch: 3.598
10:36:19.537 -> Acceleration in g's  X: -0.063, Y: 0.037, Z: 0.990, roll: 2.146, pitch: 3.609
10:36:19.572 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.989, roll: 2.092, pitch: 3.613
10:36:19.572 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.993, roll: 2.027, pitch: 3.599
10:36:19.606 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.993, roll: 2.027, pitch: 3.543
10:36:19.639 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.546
10:36:19.672 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.546
10:36:19.706 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.990, roll: 2.033, pitch: 3.553
10:36:19.706 -> Acceleration in g's  X: -0.062, Y: 0.036, Z: 0.991, roll: 2.088, pitch: 3.549
10:36:19.740 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.606
10:36:19.775 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.990, roll: 2.033, pitch: 3.609
10:36:19.810 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.990, roll: 1.977, pitch: 3.609
10:36:19.810 -> Acceleration in g's  X: -0.062, Y: 0.033, Z: 0.991, roll: 1.919, pitch: 3.550
10:36:19.844 -> Acceleration in g's  X: -0.063, Y: 0.033, Z: 0.991, roll: 1.919, pitch: 3.662
10:36:19.879 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.606
10:36:19.913 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.991, roll: 2.031, pitch: 3.606
10:36:19.913 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.990, roll: 2.033, pitch: 3.665
10:36:19.946 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.662
10:36:19.981 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.662
10:36:20.015 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.992, roll: 1.973, pitch: 3.602
10:36:20.015 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 3.543
10:36:20.049 -> Acceleration in g's  X: -0.061, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.490
10:36:20.084 -> Acceleration in g's  X: -0.060, Y: 0.035, Z: 0.991, roll: 2.031, pitch: 3.437
10:36:20.117 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 3.543
10:36:20.117 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 3.543
10:36:20.151 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.602
10:36:20.185 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.606
10:36:20.219 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.662
10:36:20.219 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.662
10:36:20.253 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.606
10:36:20.287 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.993, roll: 2.027, pitch: 3.655
10:36:20.321 -> Acceleration in g's  X: -0.062, Y: 0.036, Z: 0.993, roll: 2.084, pitch: 3.542
10:36:20.321 -> Acceleration in g's  X: -0.062, Y: 0.036, Z: 0.991, roll: 2.088, pitch: 3.549
10:36:20.355 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.993, roll: 2.027, pitch: 3.599
10:36:20.390 -> Acceleration in g's  X: -0.062, Y: 0.036, Z: 0.994, roll: 2.082, pitch: 3.539
10:36:20.424 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.602
10:36:20.424 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 3.543
10:36:20.458 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.546
10:36:20.492 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.993, roll: 2.027, pitch: 3.599
10:36:20.527 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.992, roll: 1.973, pitch: 3.546
10:36:20.527 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.606
10:36:20.561 -> Acceleration in g's  X: -0.062, Y: 0.036, Z: 0.992, roll: 2.086, pitch: 3.546
10:36:20.596 -> Acceleration in g's  X: -0.062, Y: 0.036, Z: 0.992, roll: 2.086, pitch: 3.546
10:36:20.630 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.991, roll: 2.088, pitch: 3.606
10:36:20.630 -> Acceleration in g's  X: -0.063, Y: 0.037, Z: 0.992, roll: 2.142, pitch: 3.602
10:36:20.663 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.990, roll: 2.033, pitch: 3.665
10:36:20.697 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.606
10:36:20.731 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.991, roll: 2.031, pitch: 3.662
10:36:20.765 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.993, roll: 2.027, pitch: 3.543
10:36:20.765 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.993, roll: 2.027, pitch: 3.543
10:36:20.798 -> Acceleration in g's  X: -0.061, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.490
10:36:20.832 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.989, roll: 1.979, pitch: 3.557
10:36:20.867 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.606
10:36:20.867 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.550
10:36:20.900 -> Acceleration in g's  X: -0.062, Y: 0.036, Z: 0.991, roll: 2.088, pitch: 3.549
10:36:20.933 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.993, roll: 2.084, pitch: 3.599
10:36:20.966 -> Acceleration in g's  X: -0.063, Y: 0.037, Z: 0.992, roll: 2.142, pitch: 3.602
10:36:20.966 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.990, roll: 2.090, pitch: 3.609
10:36:21.001 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.991, roll: 2.088, pitch: 3.662
10:36:21.035 -> Acceleration in g's  X: -0.064, Y: 0.034, Z: 0.992, roll: 1.973, pitch: 3.715
10:36:21.068 -> Acceleration in g's  X: -0.063, Y: 0.033, Z: 0.992, roll: 1.917, pitch: 3.659
10:36:21.101 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.602
10:36:21.101 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.992, roll: 1.973, pitch: 3.546
10:36:21.135 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.550
10:36:21.169 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.989, roll: 2.035, pitch: 3.556
10:36:21.204 -> Acceleration in g's  X: -0.060, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 3.430
10:36:21.204 -> Acceleration in g's  X: -0.061, Y: 0.035, Z: 0.991, roll: 2.031, pitch: 3.493
10:36:21.238 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.546
10:36:21.272 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.991, roll: 2.031, pitch: 3.606
10:36:21.305 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.990, roll: 1.977, pitch: 3.609
10:36:21.305 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.990, roll: 1.977, pitch: 3.609
10:36:21.340 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 3.599
10:36:21.374 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.993, roll: 2.027, pitch: 3.599
10:36:21.407 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.991, roll: 2.088, pitch: 3.662
10:36:21.407 -> Acceleration in g's  X: -0.063, Y: 0.037, Z: 0.991, roll: 2.144, pitch: 3.662
10:36:21.442 -> Acceleration in g's  X: -0.063, Y: 0.033, Z: 0.992, roll: 1.917, pitch: 3.602
10:36:21.476 -> Acceleration in g's  X: -0.062, Y: 0.033, Z: 0.992, roll: 1.917, pitch: 3.546
10:36:21.510 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.550
10:36:21.510 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.993, roll: 2.027, pitch: 3.543
10:36:21.545 -> Acceleration in g's  X: -0.062, Y: 0.036, Z: 0.993, roll: 2.084, pitch: 3.542
10:36:21.580 -> Acceleration in g's  X: -0.062, Y: 0.036, Z: 0.993, roll: 2.084, pitch: 3.542
10:36:21.615 -> Acceleration in g's  X: -0.062, Y: 0.036, Z: 0.993, roll: 2.084, pitch: 3.542
10:36:21.615 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.990, roll: 2.033, pitch: 3.553
10:36:21.649 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.992, roll: 2.086, pitch: 3.602
10:36:21.684 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.992, roll: 2.086, pitch: 3.602
10:36:21.716 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.992, roll: 2.086, pitch: 3.658
10:36:21.716 -> Acceleration in g's  X: -0.064, Y: 0.035, Z: 0.993, roll: 2.027, pitch: 3.711
10:36:21.751 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.994, roll: 2.025, pitch: 3.595
10:36:21.785 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.602
10:36:21.820 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.991, roll: 2.031, pitch: 3.550
10:36:21.820 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 3.599
10:36:21.854 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.994, roll: 1.969, pitch: 3.539
10:36:21.888 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.992, roll: 1.973, pitch: 3.546
10:36:21.922 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 3.543
10:36:21.956 -> Acceleration in g's  X: -0.061, Y: 0.036, Z: 0.994, roll: 2.082, pitch: 3.483
10:36:21.956 -> Acceleration in g's  X: -0.062, Y: 0.037, Z: 0.992, roll: 2.142, pitch: 3.546
10:36:21.990 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.990, roll: 1.977, pitch: 3.609
10:36:22.024 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.991, roll: 2.031, pitch: 3.662
10:36:22.059 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.992, roll: 2.086, pitch: 3.658
10:36:22.059 -> Acceleration in g's  X: -0.064, Y: 0.035, Z: 0.994, roll: 2.025, pitch: 3.707
10:36:22.092 -> Acceleration in g's  X: -0.064, Y: 0.035, Z: 0.994, roll: 2.025, pitch: 3.707
10:36:22.126 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.602
10:36:22.161 -> Acceleration in g's  X: -0.062, Y: 0.036, Z: 0.991, roll: 2.088, pitch: 3.549
10:36:22.161 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.546
10:36:22.195 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.990, roll: 2.033, pitch: 3.553
10:36:22.230 -> Acceleration in g's  X: -0.062, Y: 0.036, Z: 0.991, roll: 2.088, pitch: 3.549
10:36:22.264 -> Acceleration in g's  X: -0.062, Y: 0.036, Z: 0.994, roll: 2.082, pitch: 3.539
10:36:22.264 -> Acceleration in g's  X: -0.061, Y: 0.036, Z: 0.994, roll: 2.082, pitch: 3.483
10:36:22.298 -> Acceleration in g's  X: -0.062, Y: 0.036, Z: 0.993, roll: 2.084, pitch: 3.542
10:36:22.331 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.602
10:36:22.365 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.991, roll: 2.031, pitch: 3.662
10:36:22.365 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.662
10:36:22.399 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.606
10:36:22.433 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.993, roll: 2.084, pitch: 3.599
10:36:22.468 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.993, roll: 2.084, pitch: 3.599
10:36:22.468 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.602
10:36:22.501 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.991, roll: 2.031, pitch: 3.550
10:36:22.534 -> Acceleration in g's  X: -0.061, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 3.487
10:36:22.568 -> Acceleration in g's  X: -0.062, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 3.543
10:36:22.601 -> Acceleration in g's  X: -0.062, Y: 0.036, Z: 0.992, roll: 2.086, pitch: 3.546
10:36:22.601 -> Acceleration in g's  X: -0.062, Y: 0.035, Z: 0.995, roll: 2.023, pitch: 3.536
10:36:22.635 -> Acceleration in g's  X: -0.061, Y: 0.036, Z: 0.994, roll: 2.082, pitch: 3.483
10:36:22.669 -> Acceleration in g's  X: -0.061, Y: 0.036, Z: 0.992, roll: 2.086, pitch: 3.490
10:36:22.703 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.606
10:36:22.703 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.992, roll: 1.973, pitch: 3.658
10:36:22.738 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.991, roll: 1.975, pitch: 3.662
10:36:22.772 -> Acceleration in g's  X: -0.063, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 3.658
10:36:22.806 -> Acceleration in g's  X: -0.063, Y: 0.034, Z: 0.992, roll: 1.973, pitch: 3.658
10:36:22.806 -> Acceleration in g's  X: -0.063, Y: 0.033, Z: 0.991, roll: 1.919, pitch: 3.662
