47:27 l2
then l4
10:45:00.786 -> Acceleration in g's  X: 0.018, Y: -0.031, Z: 0.996, roll: -1.797, pitch: -1.010
10:45:06.859 -> Acceleration in g's  X: 0.021, Y: -0.032, Z: 0.995, roll: -1.855, pitch: -1.180
10:45:06.892 -> Acceleration in g's  X: 0.020, Y: -0.032, Z: 0.993, roll: -1.859, pitch: -1.126
10:45:06.927 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -1.069
10:45:06.927 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.996, roll: -1.853, pitch: -1.067
10:45:06.961 -> Acceleration in g's  X: 0.017, Y: -0.030, Z: 0.998, roll: -1.737, pitch: -0.953
10:45:06.994 -> Acceleration in g's  X: 0.015, Y: -0.031, Z: 0.997, roll: -1.795, pitch: -0.841
10:45:07.027 -> Acceleration in g's  X: 0.016, Y: -0.032, Z: 0.995, roll: -1.855, pitch: -0.899
10:45:07.062 -> Acceleration in g's  X: 0.017, Y: -0.031, Z: 0.995, roll: -1.799, pitch: -0.955
10:45:07.062 -> Acceleration in g's  X: 0.018, Y: -0.032, Z: 0.997, roll: -1.851, pitch: -1.009
10:45:07.097 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.997, roll: -1.851, pitch: -1.066
10:45:07.130 -> Acceleration in g's  X: 0.018, Y: -0.032, Z: 0.995, roll: -1.855, pitch: -1.011
10:45:07.165 -> Acceleration in g's  X: 0.019, Y: -0.035, Z: 0.995, roll: -2.023, pitch: -1.068
10:45:07.165 -> Acceleration in g's  X: 0.018, Y: -0.035, Z: 0.996, roll: -2.021, pitch: -1.010
10:45:07.199 -> Acceleration in g's  X: 0.018, Y: -0.036, Z: 0.994, roll: -2.082, pitch: -1.012
10:45:07.233 -> Acceleration in g's  X: 0.019, Y: -0.037, Z: 0.993, roll: -2.140, pitch: -1.070
10:45:07.267 -> Acceleration in g's  X: 0.019, Y: -0.036, Z: 0.996, roll: -2.077, pitch: -1.066
10:45:07.267 -> Acceleration in g's  X: 0.020, Y: -0.035, Z: 0.997, roll: -2.019, pitch: -1.122
10:45:07.302 -> Acceleration in g's  X: 0.020, Y: -0.034, Z: 0.998, roll: -1.961, pitch: -1.120
10:45:07.335 -> Acceleration in g's  X: 0.020, Y: -0.034, Z: 0.997, roll: -1.963, pitch: -1.122
10:45:07.369 -> Acceleration in g's  X: 0.021, Y: -0.033, Z: 0.996, roll: -1.909, pitch: -1.179
10:45:07.369 -> Acceleration in g's  X: 0.020, Y: -0.031, Z: 0.995, roll: -1.799, pitch: -1.124
10:45:07.403 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.994, roll: -1.857, pitch: -1.069
10:45:07.437 -> Acceleration in g's  X: 0.018, Y: -0.032, Z: 0.994, roll: -1.857, pitch: -1.012
10:45:07.471 -> Acceleration in g's  X: 0.017, Y: -0.030, Z: 0.996, roll: -1.741, pitch: -0.954
10:45:07.471 -> Acceleration in g's  X: 0.017, Y: -0.030, Z: 0.997, roll: -1.739, pitch: -0.953
10:45:07.505 -> Acceleration in g's  X: 0.018, Y: -0.031, Z: 0.997, roll: -1.795, pitch: -1.010
10:45:07.538 -> Acceleration in g's  X: 0.019, Y: -0.031, Z: 0.997, roll: -1.795, pitch: -1.066
10:45:07.573 -> Acceleration in g's  X: 0.019, Y: -0.031, Z: 0.997, roll: -1.795, pitch: -1.066
10:45:07.607 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.997, roll: -1.851, pitch: -1.066
10:45:07.607 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.996, roll: -1.909, pitch: -1.067
10:45:07.640 -> Acceleration in g's  X: 0.018, Y: -0.032, Z: 0.996, roll: -1.853, pitch: -1.010
10:45:07.675 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.995, roll: -1.855, pitch: -1.068
10:45:07.708 -> Acceleration in g's  X: 0.020, Y: -0.032, Z: 0.996, roll: -1.853, pitch: -1.123
10:45:07.708 -> Acceleration in g's  X: 0.018, Y: -0.032, Z: 0.996, roll: -1.853, pitch: -1.010
10:45:07.743 -> Acceleration in g's  X: 0.018, Y: -0.033, Z: 0.996, roll: -1.909, pitch: -1.010
10:45:07.776 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.996, roll: -1.909, pitch: -1.067
10:45:07.811 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.997, roll: -1.907, pitch: -1.066
10:45:07.811 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.997, roll: -1.907, pitch: -1.066
10:45:07.845 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.996, roll: -1.909, pitch: -1.067
10:45:07.878 -> Acceleration in g's  X: 0.020, Y: -0.033, Z: 0.996, roll: -1.909, pitch: -1.123
10:45:07.912 -> Acceleration in g's  X: 0.019, Y: -0.034, Z: 0.996, roll: -1.965, pitch: -1.067
10:45:07.912 -> Acceleration in g's  X: 0.018, Y: -0.034, Z: 0.998, roll: -1.961, pitch: -1.008
10:45:07.946 -> Acceleration in g's  X: 0.018, Y: -0.034, Z: 0.997, roll: -1.963, pitch: -1.009
10:45:07.980 -> Acceleration in g's  X: 0.020, Y: -0.034, Z: 0.995, roll: -1.967, pitch: -1.124
10:45:08.015 -> Acceleration in g's  X: 0.020, Y: -0.033, Z: 0.995, roll: -1.911, pitch: -1.124
10:45:08.015 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.995, roll: -1.911, pitch: -1.068
10:45:08.050 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.996, roll: -1.909, pitch: -1.067
10:45:08.083 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.995, roll: -1.855, pitch: -1.068
10:45:08.116 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.996, roll: -1.909, pitch: -1.067
10:45:08.150 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.995, roll: -1.855, pitch: -1.068
10:45:08.150 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.996, roll: -1.853, pitch: -1.067
10:45:08.183 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.995, roll: -1.855, pitch: -1.068
10:45:08.216 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.994, roll: -1.857, pitch: -1.069
10:45:08.251 -> Acceleration in g's  X: 0.018, Y: -0.031, Z: 0.993, roll: -1.802, pitch: -1.013
10:45:08.251 -> Acceleration in g's  X: 0.019, Y: -0.031, Z: 0.994, roll: -1.800, pitch: -1.069
10:45:08.284 -> Acceleration in g's  X: 0.020, Y: -0.031, Z: 0.994, roll: -1.800, pitch: -1.125
10:45:08.318 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -1.069
10:45:08.352 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.995, roll: -1.911, pitch: -1.068
10:45:08.352 -> Acceleration in g's  X: 0.018, Y: -0.033, Z: 0.996, roll: -1.909, pitch: -1.010
10:45:08.386 -> Acceleration in g's  X: 0.020, Y: -0.034, Z: 0.995, roll: -1.967, pitch: -1.124
10:45:08.420 -> Acceleration in g's  X: 0.020, Y: -0.034, Z: 0.995, roll: -1.967, pitch: -1.124
10:45:08.454 -> Acceleration in g's  X: 0.019, Y: -0.034, Z: 0.994, roll: -1.969, pitch: -1.069
10:45:08.454 -> Acceleration in g's  X: 0.019, Y: -0.035, Z: 0.994, roll: -2.025, pitch: -1.069
10:45:08.488 -> Acceleration in g's  X: 0.018, Y: -0.033, Z: 0.995, roll: -1.911, pitch: -1.011
10:45:08.522 -> Acceleration in g's  X: 0.019, Y: -0.034, Z: 0.994, roll: -1.969, pitch: -1.069
10:45:08.556 -> Acceleration in g's  X: 0.020, Y: -0.033, Z: 0.993, roll: -1.915, pitch: -1.126
10:45:08.589 -> Acceleration in g's  X: 0.019, Y: -0.034, Z: 0.995, roll: -1.967, pitch: -1.068
10:45:08.589 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.996, roll: -1.909, pitch: -1.067
10:45:08.624 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.996, roll: -1.909, pitch: -1.067
10:45:08.659 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.995, roll: -1.911, pitch: -1.068
10:45:08.693 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.996, roll: -1.853, pitch: -1.067
10:45:08.693 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.994, roll: -1.857, pitch: -1.069
10:45:08.727 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.993, roll: -1.859, pitch: -1.070
10:45:08.761 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.994, roll: -1.857, pitch: -1.069
10:45:08.795 -> Acceleration in g's  X: 0.018, Y: -0.033, Z: 0.993, roll: -1.915, pitch: -1.013
10:45:08.795 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -1.069
10:45:08.830 -> Acceleration in g's  X: 0.020, Y: -0.032, Z: 0.994, roll: -1.857, pitch: -1.125
10:45:08.865 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.996, roll: -1.909, pitch: -1.067
10:45:08.899 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.995, roll: -1.855, pitch: -1.068
10:45:08.899 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.995, roll: -1.855, pitch: -1.068
10:45:08.934 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -1.069
10:45:08.969 -> Acceleration in g's  X: 0.020, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -1.125
10:45:09.002 -> Acceleration in g's  X: 0.020, Y: -0.034, Z: 0.994, roll: -1.969, pitch: -1.125
10:45:09.002 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.993, roll: -1.915, pitch: -1.070
10:45:09.036 -> Acceleration in g's  X: 0.018, Y: -0.033, Z: 0.993, roll: -1.915, pitch: -1.013
10:45:09.071 -> Acceleration in g's  X: 0.018, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -1.012
10:45:09.104 -> Acceleration in g's  X: 0.018, Y: -0.034, Z: 0.995, roll: -1.967, pitch: -1.011
10:45:09.104 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.993, roll: -1.859, pitch: -1.070
10:45:09.139 -> Acceleration in g's  X: 0.018, Y: -0.032, Z: 0.993, roll: -1.859, pitch: -1.013
10:45:09.173 -> Acceleration in g's  X: 0.018, Y: -0.032, Z: 0.994, roll: -1.857, pitch: -1.012
10:45:09.206 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -1.069
10:45:09.206 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -1.069
10:45:09.240 -> Acceleration in g's  X: 0.019, Y: -0.034, Z: 0.995, roll: -1.967, pitch: -1.068
10:45:09.274 -> Acceleration in g's  X: 0.020, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -1.125
10:45:09.308 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.995, roll: -1.855, pitch: -1.068
10:45:09.308 -> Acceleration in g's  X: 0.020, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -1.125
10:45:09.342 -> Acceleration in g's  X: 0.021, Y: -0.033, Z: 0.995, roll: -1.911, pitch: -1.180
10:45:09.376 -> Acceleration in g's  X: 0.020, Y: -0.032, Z: 0.994, roll: -1.857, pitch: -1.125
10:45:09.409 -> Acceleration in g's  X: 0.020, Y: -0.032, Z: 0.993, roll: -1.859, pitch: -1.126
10:45:09.443 -> Acceleration in g's  X: 0.020, Y: -0.034, Z: 0.994, roll: -1.969, pitch: -1.125
10:45:09.443 -> Acceleration in g's  X: 0.019, Y: -0.034, Z: 0.994, roll: -1.969, pitch: -1.069
10:45:09.477 -> Acceleration in g's  X: 0.018, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -1.012
10:45:09.512 -> Acceleration in g's  X: 0.020, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -1.125
10:45:09.547 -> Acceleration in g's  X: 0.020, Y: -0.033, Z: 0.995, roll: -1.911, pitch: -1.124
10:45:09.547 -> Acceleration in g's  X: 0.019, Y: -0.031, Z: 0.994, roll: -1.800, pitch: -1.069
10:45:09.581 -> Acceleration in g's  X: 0.019, Y: -0.031, Z: 0.993, roll: -1.802, pitch: -1.070
10:45:09.615 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.994, roll: -1.857, pitch: -1.069
10:45:09.648 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.994, roll: -1.857, pitch: -1.069
10:45:09.648 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -1.069
10:45:09.682 -> Acceleration in g's  X: 0.018, Y: -0.034, Z: 0.992, roll: -1.973, pitch: -1.014
10:45:09.716 -> Acceleration in g's  X: 0.017, Y: -0.034, Z: 0.994, roll: -1.969, pitch: -0.956
10:45:09.750 -> Acceleration in g's  X: 0.018, Y: -0.032, Z: 0.996, roll: -1.853, pitch: -1.010
10:45:09.750 -> Acceleration in g's  X: 0.018, Y: -0.033, Z: 0.995, roll: -1.911, pitch: -1.011
10:45:09.784 -> Acceleration in g's  X: 0.019, Y: -0.034, Z: 0.995, roll: -1.967, pitch: -1.068
10:45:09.818 -> Acceleration in g's  X: 0.021, Y: -0.034, Z: 0.994, roll: -1.969, pitch: -1.181
10:45:09.851 -> Acceleration in g's  X: 0.020, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -1.125
10:45:09.884 -> Acceleration in g's  X: 0.020, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -1.125
10:45:09.884 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.996, roll: -1.909, pitch: -1.067
10:45:09.917 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -1.069
10:45:09.952 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.996, roll: -1.909, pitch: -1.067
10:45:09.986 -> Acceleration in g's  X: 0.018, Y: -0.032, Z: 0.996, roll: -1.853, pitch: -1.010
10:45:09.986 -> Acceleration in g's  X: 0.019, Y: -0.031, Z: 0.996, roll: -1.797, pitch: -1.067
10:45:10.019 -> Acceleration in g's  X: 0.019, Y: -0.031, Z: 0.996, roll: -1.797, pitch: -1.067
10:45:10.053 -> Acceleration in g's  X: 0.018, Y: -0.032, Z: 0.996, roll: -1.853, pitch: -1.010
10:45:10.087 -> Acceleration in g's  X: 0.019, Y: -0.031, Z: 0.994, roll: -1.800, pitch: -1.069
10:45:10.087 -> Acceleration in g's  X: 0.020, Y: -0.033, Z: 0.995, roll: -1.911, pitch: -1.124
10:45:10.120 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -1.069
10:45:10.154 -> Acceleration in g's  X: 0.019, Y: -0.034, Z: 0.994, roll: -1.969, pitch: -1.069
10:45:10.188 -> Acceleration in g's  X: 0.020, Y: -0.035, Z: 0.996, roll: -2.021, pitch: -1.123
10:45:10.188 -> Acceleration in g's  X: 0.021, Y: -0.035, Z: 0.997, roll: -2.019, pitch: -1.178
10:45:10.222 -> Acceleration in g's  X: 0.020, Y: -0.036, Z: 0.996, roll: -2.077, pitch: -1.123
10:45:10.256 -> Acceleration in g's  X: 0.019, Y: -0.036, Z: 0.997, roll: -2.075, pitch: -1.065
10:45:10.289 -> Acceleration in g's  X: 0.018, Y: -0.034, Z: 0.995, roll: -1.967, pitch: -1.011
10:45:10.324 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.995, roll: -1.911, pitch: -1.068
10:45:10.324 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.996, roll: -1.853, pitch: -1.067
10:45:10.358 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.995, roll: -1.855, pitch: -1.068
10:45:10.393 -> Acceleration in g's  X: 0.018, Y: -0.030, Z: 0.995, roll: -1.743, pitch: -1.012
10:45:10.426 -> Acceleration in g's  X: 0.018, Y: -0.031, Z: 0.994, roll: -1.800, pitch: -1.012
10:45:10.426 -> Acceleration in g's  X: 0.018, Y: -0.032, Z: 0.994, roll: -1.857, pitch: -1.012
10:45:10.461 -> Acceleration in g's  X: 0.019, Y: -0.030, Z: 0.994, roll: -1.744, pitch: -1.069
10:45:10.495 -> Acceleration in g's  X: 0.018, Y: -0.031, Z: 0.994, roll: -1.800, pitch: -1.012
10:45:10.529 -> Acceleration in g's  X: 0.019, Y: -0.031, Z: 0.994, roll: -1.800, pitch: -1.069
10:45:10.529 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 1.000, roll: -1.902, pitch: -1.062
10:45:10.564 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.998, roll: -1.905, pitch: -1.064
10:45:10.597 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.996, roll: -1.909, pitch: -1.067
10:45:10.631 -> Acceleration in g's  X: 0.020, Y: -0.033, Z: 0.995, roll: -1.911, pitch: -1.124
10:45:10.631 -> Acceleration in g's  X: 0.020, Y: -0.034, Z: 0.995, roll: -1.967, pitch: -1.124
10:45:10.664 -> Acceleration in g's  X: 0.020, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -1.125
10:45:10.697 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.994, roll: -1.913, pitch: -1.069
10:45:10.732 -> Acceleration in g's  X: 0.021, Y: -0.033, Z: 0.996, roll: -1.909, pitch: -1.179
10:45:10.732 -> Acceleration in g's  X: 0.020, Y: -0.032, Z: 0.997, roll: -1.851, pitch: -1.122
10:45:10.767 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.997, roll: -1.851, pitch: -1.066
10:45:10.801 -> Acceleration in g's  X: 0.018, Y: -0.031, Z: 0.997, roll: -1.795, pitch: -1.010
10:45:10.835 -> Acceleration in g's  X: 0.018, Y: -0.031, Z: 0.996, roll: -1.797, pitch: -1.010
10:45:10.835 -> Acceleration in g's  X: 0.017, Y: -0.031, Z: 0.996, roll: -1.797, pitch: -0.954
10:45:10.869 -> Acceleration in g's  X: 0.017, Y: -0.031, Z: 0.994, roll: -1.800, pitch: -0.956
10:45:10.903 -> Acceleration in g's  X: 0.016, Y: -0.033, Z: 0.995, roll: -1.911, pitch: -0.899
10:45:10.937 -> Acceleration in g's  X: 0.018, Y: -0.033, Z: 0.995, roll: -1.911, pitch: -1.011
10:45:10.970 -> Acceleration in g's  X: 0.018, Y: -0.033, Z: 0.995, roll: -1.911, pitch: -1.011
10:45:10.970 -> Acceleration in g's  X: 0.018, Y: -0.034, Z: 0.996, roll: -1.965, pitch: -1.010
10:45:11.003 -> Acceleration in g's  X: 0.018, Y: -0.034, Z: 0.997, roll: -1.963, pitch: -1.009
10:45:11.037 -> Acceleration in g's  X: 0.018, Y: -0.035, Z: 0.998, roll: -2.017, pitch: -1.008
10:45:11.070 -> Acceleration in g's  X: 0.020, Y: -0.035, Z: 0.997, roll: -2.019, pitch: -1.122
10:45:11.070 -> Acceleration in g's  X: 0.018, Y: -0.034, Z: 0.996, roll: -1.965, pitch: -1.010
10:45:11.105 -> Acceleration in g's  X: 0.018, Y: -0.034, Z: 0.996, roll: -1.965, pitch: -1.010
10:45:11.138 -> Acceleration in g's  X: 0.019, Y: -0.034, Z: 0.995, roll: -1.967, pitch: -1.068
10:45:11.172 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 0.994, roll: -1.857, pitch: -1.069
10:45:11.172 -> Acceleration in g's  X: 0.018, Y: -0.031, Z: 0.996, roll: -1.797, pitch: -1.010
10:45:11.205 -> Acceleration in g's  X: 0.019, Y: -0.031, Z: 0.994, roll: -1.800, pitch: -1.069
10:45:11.239 -> Acceleration in g's  X: 0.020, Y: -0.031, Z: 0.995, roll: -1.799, pitch: -1.124
10:45:11.273 -> Acceleration in g's  X: 0.019, Y: -0.029, Z: 0.996, roll: -1.685, pitch: -1.067
10:45:11.307 -> Acceleration in g's  X: 0.019, Y: -0.030, Z: 0.998, roll: -1.737, pitch: -1.065
10:45:11.307 -> Acceleration in g's  X: 0.019, Y: -0.031, Z: 0.998, roll: -1.793, pitch: -1.065
10:45:11.341 -> Acceleration in g's  X: 0.018, Y: -0.031, Z: 0.994, roll: -1.800, pitch: -1.012
10:45:11.375 -> Acceleration in g's  X: 0.018, Y: -0.031, Z: 0.994, roll: -1.800, pitch: -1.012
10:45:11.409 -> Acceleration in g's  X: 0.018, Y: -0.032, Z: 0.996, roll: -1.853, pitch: -1.010
10:45:11.409 -> Acceleration in g's  X: 0.018, Y: -0.034, Z: 0.996, roll: -1.965, pitch: -1.010
10:45:11.443 -> Acceleration in g's  X: 0.018, Y: -0.035, Z: 0.997, roll: -2.019, pitch: -1.009
10:45:11.477 -> Acceleration in g's  X: 0.018, Y: -0.035, Z: 0.997, roll: -2.019, pitch: -1.009
10:45:11.510 -> Acceleration in g's  X: 0.016, Y: -0.036, Z: 0.996, roll: -2.077, pitch: -0.898
10:45:11.510 -> Acceleration in g's  X: 0.018, Y: -0.035, Z: 0.994, roll: -2.025, pitch: -1.012
10:45:11.544 -> Acceleration in g's  X: 0.018, Y: -0.035, Z: 0.995, roll: -2.023, pitch: -1.011
10:45:11.578 -> Acceleration in g's  X: 0.018, Y: -0.034, Z: 0.995, roll: -1.967, pitch: -1.011
10:45:11.612 -> Acceleration in g's  X: 0.019, Y: -0.031, Z: 0.993, roll: -1.802, pitch: -1.070
10:45:11.612 -> Acceleration in g's  X: 0.020, Y: -0.030, Z: 0.995, roll: -1.743, pitch: -1.124
10:45:11.646 -> Acceleration in g's  X: 0.019, Y: -0.029, Z: 0.997, roll: -1.683, pitch: -1.066
10:45:11.679 -> Acceleration in g's  X: 0.019, Y: -0.029, Z: 0.996, roll: -1.685, pitch: -1.067
10:45:11.713 -> Acceleration in g's  X: 0.021, Y: -0.030, Z: 0.996, roll: -1.741, pitch: -1.179
10:45:11.747 -> Acceleration in g's  X: 0.021, Y: -0.030, Z: 0.995, roll: -1.743, pitch: -1.180
10:45:11.747 -> Acceleration in g's  X: 0.019, Y: -0.031, Z: 0.996, roll: -1.797, pitch: -1.067
10:45:11.780 -> Acceleration in g's  X: 0.021, Y: -0.035, Z: 0.996, roll: -2.021, pitch: -1.179
10:45:11.814 -> Acceleration in g's  X: 0.020, Y: -0.035, Z: 0.997, roll: -2.019, pitch: -1.122
10:45:11.848 -> Acceleration in g's  X: 0.021, Y: -0.036, Z: 0.996, roll: -2.077, pitch: -1.179
10:45:11.848 -> Acceleration in g's  X: 0.020, Y: -0.036, Z: 0.996, roll: -2.077, pitch: -1.123
10:45:11.882 -> Acceleration in g's  X: 0.019, Y: -0.036, Z: 0.995, roll: -2.080, pitch: -1.067
10:45:11.916 -> Acceleration in g's  X: 0.019, Y: -0.036, Z: 0.997, roll: -2.075, pitch: -1.065
10:45:11.950 -> Acceleration in g's  X: 0.018, Y: -0.034, Z: 0.997, roll: -1.963, pitch: -1.009
10:45:11.950 -> Acceleration in g's  X: 0.017, Y: -0.032, Z: 0.995, roll: -1.855, pitch: -0.955
10:45:11.984 -> Acceleration in g's  X: 0.017, Y: -0.031, Z: 0.995, roll: -1.799, pitch: -0.955
10:45:12.017 -> Acceleration in g's  X: 0.018, Y: -0.031, Z: 0.996, roll: -1.797, pitch: -1.010
10:45:12.052 -> Acceleration in g's  X: 0.018, Y: -0.029, Z: 0.995, roll: -1.686, pitch: -1.012
10:45:12.052 -> Acceleration in g's  X: 0.016, Y: -0.029, Z: 0.996, roll: -1.685, pitch: -0.898
10:45:12.087 -> Acceleration in g's  X: 0.018, Y: -0.030, Z: 0.995, roll: -1.743, pitch: -1.012
10:45:12.121 -> Acceleration in g's  X: 0.019, Y: -0.031, Z: 0.995, roll: -1.799, pitch: -1.068
10:45:12.155 -> Acceleration in g's  X: 0.020, Y: -0.032, Z: 0.994, roll: -1.857, pitch: -1.125
10:45:12.155 -> Acceleration in g's  X: 0.020, Y: -0.033, Z: 0.996, roll: -1.909, pitch: -1.123
10:45:12.189 -> Acceleration in g's  X: 0.021, Y: -0.035, Z: 0.998, roll: -2.017, pitch: -1.176
10:45:12.223 -> Acceleration in g's  X: 0.021, Y: -0.036, Z: 0.996, roll: -2.077, pitch: -1.179
10:45:12.258 -> Acceleration in g's  X: 0.021, Y: -0.037, Z: 0.996, roll: -2.134, pitch: -1.235
10:45:12.258 -> Acceleration in g's  X: 0.021, Y: -0.036, Z: 0.994, roll: -2.082, pitch: -1.181
10:45:12.292 -> Acceleration in g's  X: 0.020, Y: -0.034, Z: 0.994, roll: -1.969, pitch: -1.125
10:45:12.326 -> Acceleration in g's  X: 0.020, Y: -0.034, Z: 0.997, roll: -1.963, pitch: -1.122
10:45:12.361 -> Acceleration in g's  X: 0.040, Y: -0.050, Z: 1.026, roll: -2.778, pitch: -2.231
10:45:12.361 -> Acceleration in g's  X: 0.038, Y: -0.018, Z: 0.982, roll: -1.025, pitch: -2.220
10:45:12.394 -> Acceleration in g's  X: 0.001, Y: -0.054, Z: 0.959, roll: -3.206, pitch: -0.058
10:45:12.427 -> Acceleration in g's  X: 0.022, Y: -0.027, Z: 0.980, roll: -1.597, pitch: -1.312
10:45:12.461 -> Acceleration in g's  X: 0.017, Y: -0.023, Z: 0.988, roll: -1.359, pitch: -0.962
10:45:12.496 -> Acceleration in g's  X: 0.016, Y: -0.031, Z: 0.994, roll: -1.800, pitch: -0.900
10:45:12.496 -> Acceleration in g's  X: 0.019, Y: -0.032, Z: 1.000, roll: -1.846, pitch: -1.062
10:45:12.529 -> Acceleration in g's  X: 0.019, Y: -0.033, Z: 0.992, roll: -1.917, pitch: -1.071
10:45:12.563 -> Acceleration in g's  X: 0.016, Y: -0.032, Z: 0.993, roll: -1.859, pitch: -0.901
10:45:12.597 -> Acceleration in g's  X: 0.017, Y: -0.037, Z: 0.996, roll: -2.134, pitch: -0.954
10:45:12.597 -> Acceleration in g's  X: 0.018, Y: -0.038, Z: 0.992, roll: -2.198, pitch: -1.014
10:45:12.631 -> Acceleration in g's  X: 0.018, Y: -0.037, Z: 0.992, roll: -2.142, pitch: -1.014
10:45:12.665 -> Acceleration in g's  X: 0.019, Y: -0.029, Z: 0.996, roll: -1.685, pitch: -1.067
10:45:12.699 -> Acceleration in g's  X: 0.018, Y: -0.041, Z: 0.997, roll: -2.356, pitch: -1.009
10:45:12.699 -> Acceleration in g's  X: 0.020, Y: -0.034, Z: 1.002, roll: -1.954, pitch: -1.116
10:45:12.734 -> Acceleration in g's  X: 0.021, Y: -0.034, Z: 0.990, roll: -1.977, pitch: -1.242
10:45:12.769 -> Acceleration in g's  X: 0.019, Y: -0.041, Z: 0.993, roll: -2.365, pitch: -1.069
